MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20021015,WA,37.70,62.30,0.00,0.00,0.00,0.00,2002-10-15,2002-10-21,1
20021008,WA,36.08,63.92,0.00,0.00,0.00,0.00,2002-10-08,2002-10-14,1
20021001,WA,40.96,59.04,0.00,0.00,0.00,0.00,2002-10-01,2002-10-07,1
20020924,WA,47.67,52.33,0.00,0.00,0.00,0.00,2002-09-24,2002-09-30,1
20020917,WA,47.51,52.49,0.00,0.00,0.00,0.00,2002-09-17,2002-09-23,1
20020910,WA,62.72,37.28,0.00,0.00,0.00,0.00,2002-09-10,2002-09-16,1
20020903,WA,69.45,30.55,0.00,0.00,0.00,0.00,2002-09-03,2002-09-09,1
20020827,WA,68.69,31.31,0.00,0.00,0.00,0.00,2002-08-27,2002-09-02,1
20020820,WA,68.38,31.62,0.00,0.00,0.00,0.00,2002-08-20,2002-08-26,1
20020813,WA,64.87,35.13,0.00,0.00,0.00,0.00,2002-08-13,2002-08-19,1
20020806,WA,84.23,15.77,0.00,0.00,0.00,0.00,2002-08-06,2002-08-12,1
20020730,WA,81.83,18.17,0.49,0.00,0.00,0.00,2002-07-30,2002-08-05,1
20020723,WA,81.61,18.39,0.40,0.00,0.00,0.00,2002-07-23,2002-07-29,1
20020716,WA,82.53,17.47,0.22,0.00,0.00,0.00,2002-07-16,2002-07-22,1
20020709,WA,96.74,3.26,0.20,0.00,0.00,0.00,2002-07-09,2002-07-15,1
20020702,WA,97.01,2.99,0.00,0.00,0.00,0.00,2002-07-02,2002-07-08,1
20020625,WA,97.16,2.84,0.38,0.00,0.00,0.00,2002-06-25,2002-07-01,1
20020618,WA,97.76,2.24,0.25,0.00,0.00,0.00,2002-06-18,2002-06-24,1
20020611,WA,97.67,2.33,0.44,0.00,0.00,0.00,2002-06-11,2002-06-17,1
20020604,WA,97.66,2.34,0.42,0.00,0.00,0.00,2002-06-04,2002-06-10,1
20020528,WA,97.85,2.15,0.81,0.00,0.00,0.00,2002-05-28,2002-06-03,1
20020521,WA,98.01,1.99,0.23,0.00,0.00,0.00,2002-05-21,2002-05-27,1
20020514,WA,98.54,1.46,0.09,0.00,0.00,0.00,2002-05-14,2002-05-20,1
20020507,WA,98.08,1.92,0.31,0.00,0.00,0.00,2002-05-07,2002-05-13,1
20020430,WA,97.26,2.74,0.34,0.00,0.00,0.00,2002-04-30,2002-05-06,1
20020423,WA,95.55,4.45,0.00,0.00,0.00,0.00,2002-04-23,2002-04-29,1
20020416,WA,95.95,4.05,0.00,0.00,0.00,0.00,2002-04-16,2002-04-22,1
20020409,WA,94.93,5.07,0.00,0.00,0.00,0.00,2002-04-09,2002-04-15,1
20020402,WA,94.80,5.20,0.00,0.00,0.00,0.00,2002-04-02,2002-04-08,1
20020326,WA,94.44,5.56,0.00,0.00,0.00,0.00,2002-03-26,2002-04-01,1
20020319,WA,95.49,4.51,0.00,0.00,0.00,0.00,2002-03-19,2002-03-25,1
20020312,WA,100.00,0.00,0.00,0.00,0.00,0.00,2002-03-12,2002-03-18,1
20020305,WA,98.82,1.18,0.00,0.00,0.00,0.00,2002-03-05,2002-03-11,1
20020226,WA,99.02,0.98,0.00,0.00,0.00,0.00,2002-02-26,2002-03-04,1
20020219,WA,98.80,1.20,0.00,0.00,0.00,0.00,2002-02-19,2002-02-25,1
20020212,WA,98.76,1.24,0.00,0.00,0.00,0.00,2002-02-12,2002-02-18,1
20020205,WA,65.22,34.78,3.26,0.00,0.00,0.00,2002-02-05,2002-02-11,1
20020129,WA,63.69,36.31,3.52,0.00,0.00,0.00,2002-01-29,2002-02-04,1
20020122,WA,47.32,52.68,6.90,0.78,0.00,0.00,2002-01-22,2002-01-28,1
20020115,WA,47.14,52.86,7.45,0.64,0.00,0.00,2002-01-15,2002-01-21,1
20020108,WA,44.93,55.07,18.51,2.39,0.00,0.00,2002-01-08,2002-01-14,1
20020101,WA,22.17,77.83,66.87,43.49,1.49,0.00,2002-01-01,2002-01-07,1
20011225,WA,23.02,76.98,66.15,46.69,0.90,0.00,2001-12-25,2001-12-31,1
20011218,WA,22.98,77.02,63.81,46.73,0.90,0.00,2001-12-18,2001-12-24,1
20011211,WA,18.61,81.39,63.81,46.73,0.90,0.00,2001-12-11,2001-12-17,1
20011204,WA,18.09,81.91,65.88,46.70,1.06,0.00,2001-12-04,2001-12-10,1
20011127,WA,0.00,100.00,81.95,66.87,5.81,0.00,2001-11-27,2001-12-03,1
20011120,WA,0.00,100.00,85.77,67.87,5.81,0.00,2001-11-20,2001-11-26,1
20011113,WA,0.00,100.00,90.97,68.03,5.81,0.00,2001-11-13,2001-11-19,1
20011106,WA,0.00,100.00,90.97,68.03,5.81,0.00,2001-11-06,2001-11-12,1
20011030,WA,0.00,100.00,90.97,68.03,5.81,0.00,2001-10-30,2001-11-05,1
20011023,WA,0.00,100.00,90.97,68.03,5.81,0.00,2001-10-23,2001-10-29,1
20011016,WA,0.00,100.00,90.97,68.03,5.81,0.00,2001-10-16,2001-10-22,1
20011009,WA,0.00,100.00,100.00,68.03,5.81,0.00,2001-10-09,2001-10-15,1
20011002,WA,0.00,100.00,100.00,68.03,5.81,0.00,2001-10-02,2001-10-08,1
20010925,WA,0.00,100.00,100.00,68.03,5.81,0.00,2001-09-25,2001-10-01,1
20010918,WA,0.00,100.00,100.00,68.03,5.81,0.00,2001-09-18,2001-09-24,1
20010911,WA,0.00,100.00,100.00,68.03,5.81,0.00,2001-09-11,2001-09-17,1
20010904,WA,0.00,100.00,100.00,60.32,4.36,0.00,2001-09-04,2001-09-10,1
20010828,WA,0.00,100.00,100.00,60.32,0.00,0.00,2001-08-28,2001-09-03,1
20010821,WA,0.00,100.00,100.00,61.40,0.00,0.00,2001-08-21,2001-08-27,1
20010814,WA,0.00,100.00,100.00,61.40,0.00,0.00,2001-08-14,2001-08-20,1
20010807,WA,0.00,100.00,100.00,62.09,0.00,0.00,2001-08-07,2001-08-13,1
20010731,WA,0.00,100.00,100.00,62.09,0.00,0.00,2001-07-31,2001-08-06,1
20010724,WA,0.00,100.00,100.00,62.09,0.00,0.00,2001-07-24,2001-07-30,1
20010717,WA,0.00,100.00,100.00,74.22,0.00,0.00,2001-07-17,2001-07-23,1
20010710,WA,0.00,100.00,100.00,74.22,0.00,0.00,2001-07-10,2001-07-16,1
20010703,WA,0.00,100.00,100.00,74.22,0.00,0.00,2001-07-03,2001-07-09,1
20010626,WA,0.00,100.00,100.00,62.53,0.00,0.00,2001-06-26,2001-07-02,1
20010619,WA,0.00,100.00,100.00,62.53,0.00,0.00,2001-06-19,2001-06-25,1
20010612,WA,0.00,100.00,100.00,54.71,0.00,0.00,2001-06-12,2001-06-18,1
20010605,WA,0.00,100.00,97.29,54.71,0.00,0.00,2001-06-05,2001-06-11,1
20010529,WA,0.00,100.00,100.00,56.30,0.00,0.00,2001-05-29,2001-06-04,1
20010522,WA,0.00,100.00,100.00,56.30,0.00,0.00,2001-05-22,2001-05-28,1
20010515,WA,0.00,100.00,100.00,56.30,0.00,0.00,2001-05-15,2001-05-21,1
20010508,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-05-08,2001-05-14,1
20010501,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-05-01,2001-05-07,1
20010424,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-04-24,2001-04-30,1
20010417,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-04-17,2001-04-23,1
20010410,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-04-10,2001-04-16,1
20010403,WA,0.00,100.00,100.00,46.37,0.00,0.00,2001-04-03,2001-04-09,1
20010327,WA,0.00,100.00,100.00,45.10,0.00,0.00,2001-03-27,2001-04-02,1
20010320,WA,0.00,100.00,100.00,45.10,0.00,0.00,2001-03-20,2001-03-26,1
20010313,WA,0.00,100.00,100.00,45.10,0.00,0.00,2001-03-13,2001-03-19,1
20010306,WA,0.00,100.00,100.00,5.44,0.00,0.00,2001-03-06,2001-03-12,1
20010227,WA,0.00,100.00,100.00,0.00,0.00,0.00,2001-02-27,2001-03-05,1
20010220,WA,0.00,100.00,99.98,0.00,0.00,0.00,2001-02-20,2001-02-26,1
20010213,WA,0.00,100.00,99.93,0.00,0.00,0.00,2001-02-13,2001-02-19,1
20010206,WA,0.02,99.98,5.30,0.00,0.00,0.00,2001-02-06,2001-02-12,1
20010130,WA,0.02,99.98,5.30,0.00,0.00,0.00,2001-01-30,2001-02-05,1
20010123,WA,0.10,99.90,0.00,0.00,0.00,0.00,2001-01-23,2001-01-29,1
20010116,WA,87.83,12.17,0.00,0.00,0.00,0.00,2001-01-16,2001-01-22,1
20010109,WA,87.83,12.17,0.00,0.00,0.00,0.00,2001-01-09,2001-01-15,1
20010102,WA,100.00,0.00,0.00,0.00,0.00,0.00,2001-01-02,2001-01-08,1
20001226,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001219,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001212,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-12,2000-12-18,1
20001205,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-05,2000-12-11,1
20001128,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-11-28,2000-12-04,1
20001121,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-11-21,2000-11-27,1
20001114,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-11-14,2000-11-20,1
20001107,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-11-07,2000-11-13,1
20001031,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-10-31,2000-11-06,1
20001024,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-10-24,2000-10-30,1
20001017,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-10-17,2000-10-23,1
20001010,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-10-10,2000-10-16,1
20001003,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-10-03,2000-10-09,1
20000926,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-09-26,2000-10-02,1
20000919,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-09-19,2000-09-25,1
20000912,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-09-12,2000-09-18,1
20000905,WA,84.63,15.37,0.00,0.00,0.00,0.00,2000-09-05,2000-09-11,1
20000829,WA,79.68,20.32,0.00,0.00,0.00,0.00,2000-08-29,2000-09-04,1
20000822,WA,89.56,10.44,0.00,0.00,0.00,0.00,2000-08-22,2000-08-28,1
20000815,WA,89.56,10.44,0.00,0.00,0.00,0.00,2000-08-15,2000-08-21,1
20000808,WA,89.56,10.44,0.00,0.00,0.00,0.00,2000-08-08,2000-08-14,1
20000801,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-08-01,2000-08-07,1
20000725,WA,99.93,0.07,0.00,0.00,0.00,0.00,2000-07-25,2000-07-31,1
20000718,WA,99.93,0.07,0.00,0.00,0.00,0.00,2000-07-18,2000-07-24,1
20000711,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-07-11,2000-07-17,1
20000704,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-07-04,2000-07-10,1
20000627,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-06-27,2000-07-03,1
20000620,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-06-20,2000-06-26,1
20000613,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-06-13,2000-06-19,1
20000606,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-06-06,2000-06-12,1
20000530,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-30,2000-06-05,1
20000523,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-23,2000-05-29,1
20000516,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-16,2000-05-22,1
20000509,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-09,2000-05-15,1
20000502,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-05-02,2000-05-08,1
20000425,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-04-25,2000-05-01,1
20000418,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-04-18,2000-04-24,1
20000411,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-04-11,2000-04-17,1
20000404,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-04-04,2000-04-10,1
20000328,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-03-28,2000-04-03,1
20000321,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-03-21,2000-03-27,1
20000314,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-03-14,2000-03-20,1
20000307,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-03-07,2000-03-13,1
20000229,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-02-29,2000-03-06,1
20000222,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-02-22,2000-02-28,1
20000215,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-02-15,2000-02-21,1
20000208,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-02-08,2000-02-14,1
20000201,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-02-01,2000-02-07,1
20000125,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-01-25,2000-01-31,1
20000118,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-01-18,2000-01-24,1
20000111,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-01-11,2000-01-17,1
20000104,WA,100.00,0.00,0.00,0.00,0.00,0.00,2000-01-04,2000-01-10,1
